,current_route
57,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
58,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
59,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
60,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
61,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
62,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
63,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
64,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
65,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
66,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
67,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
68,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
69,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
70,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
71,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
72,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
73,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
74,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
75,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
76,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
77,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
78,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
79,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
80,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
81,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
82,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
83,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
84,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
85,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
86,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
87,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
88,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
89,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
90,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
91,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
92,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
93,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
94,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
95,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
96,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
97,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
98,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
99,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
100,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
101,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
102,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
103,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
104,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
105,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
106,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
107,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
108,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
109,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
110,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
111,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
112,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
113,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
114,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
115,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
116,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
117,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
118,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
119,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
120,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
121,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
122,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
123,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
124,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
125,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
126,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
127,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
128,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
129,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
130,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
131,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
132,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
133,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
134,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
135,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
136,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
137,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
138,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
139,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
140,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
141,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
142,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
143,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
144,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
145,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
146,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
147,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
148,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
149,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
150,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
151,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
152,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
153,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
154,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
155,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
156,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
157,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
158,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
159,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
160,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
161,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
162,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
163,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
164,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
165,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
166,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
167,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
168,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
169,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
170,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
171,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
172,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
173,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
174,"[0, 10, 11, 12, 13, 14, 44, 45, 46, 47, 48, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 94]"
175,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
176,"[0, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 43, 35, 42, 36, 37, 5, 6, 7, 8, 9, 94]"
177,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
178,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
179,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
180,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
181,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
182,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
183,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
184,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
185,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
186,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
187,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
188,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
189,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
190,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
191,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
192,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
193,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
194,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
195,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
196,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
197,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
198,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
199,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
200,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
201,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
202,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
203,"[0, 92, 91, 90, 1, 86, 87, 2, 3, 4, 36, 37, 5, 6, 7, 8, 9, 94]"
204,"[0, 10, 11, 12, 13, 14, 15, 38, 35, 34, 82, 81, 85, 84, 83, 16, 17, 88, 89, 93, 94]"
