,stations
28,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
29,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
30,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
31,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
32,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
33,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
34,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
35,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
36,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
37,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
38,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
39,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
40,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
41,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
42,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
43,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
44,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
45,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
46,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
47,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
48,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
49,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
50,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
51,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
52,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
53,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
54,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
55,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
56,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
57,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
58,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
59,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
60,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
61,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
62,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
63,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
64,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
65,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
66,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
67,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
68,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
69,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
70,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
71,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
72,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
73,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
74,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
75,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
76,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
77,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
78,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
79,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
80,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
81,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
82,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
83,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
84,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
85,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
86,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
87,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
88,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
89,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
90,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
91,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
92,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
93,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
94,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
95,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
96,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
97,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
98,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
99,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
100,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
101,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
102,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
103,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
104,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
105,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
106,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
107,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
108,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
109,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
110,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
111,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
112,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
113,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
114,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
115,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
116,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
117,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
118,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
119,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
120,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
121,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
122,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
123,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
124,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
125,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
126,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
127,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
128,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
129,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
130,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
131,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
132,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
133,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
134,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
135,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
136,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
137,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
138,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
139,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
140,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
141,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
142,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
143,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
144,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
145,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
146,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
147,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
148,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
149,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
150,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
151,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
152,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
153,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
154,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
155,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
156,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
157,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
158,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
159,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
160,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
161,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
162,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
163,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
164,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
165,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
166,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
167,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
168,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
169,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
170,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
171,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
172,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
173,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
174,"{10: 'MADRID-NUEVOS-MINISTERIOS', 46: 'MADRID-CHAMARTIN', 74: 'MANOTERAS'}"
175,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
176,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 58: 'MANOTERAS'}"
177,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
178,"{10: 'MADRID-NUEVOS-MINISTERIOS', 38: 'MADRID-CHAMARTIN', 85: 'RAMON-Y-CAJAL', 93: 'PITIS'}"
179,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
180,"{10: 'MADRID-NUEVOS-MINISTERIOS', 38: 'MADRID-CHAMARTIN', 85: 'RAMON-Y-CAJAL', 93: 'PITIS'}"
181,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
182,"{10: 'MADRID-NUEVOS-MINISTERIOS', 38: 'MADRID-CHAMARTIN', 85: 'RAMON-Y-CAJAL', 93: 'PITIS'}"
183,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
184,"{10: 'MADRID-NUEVOS-MINISTERIOS', 38: 'MADRID-CHAMARTIN', 85: 'RAMON-Y-CAJAL', 93: 'PITIS'}"
185,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
186,"{10: 'MADRID-NUEVOS-MINISTERIOS', 38: 'MADRID-CHAMARTIN', 85: 'RAMON-Y-CAJAL', 93: 'PITIS'}"
187,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
188,"{10: 'MADRID-NUEVOS-MINISTERIOS', 38: 'MADRID-CHAMARTIN', 85: 'RAMON-Y-CAJAL', 93: 'PITIS'}"
189,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
190,"{10: 'MADRID-NUEVOS-MINISTERIOS', 38: 'MADRID-CHAMARTIN', 85: 'RAMON-Y-CAJAL', 93: 'PITIS'}"
191,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
192,"{10: 'MADRID-NUEVOS-MINISTERIOS', 38: 'MADRID-CHAMARTIN', 85: 'RAMON-Y-CAJAL', 93: 'PITIS'}"
193,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
194,"{10: 'MADRID-NUEVOS-MINISTERIOS', 38: 'MADRID-CHAMARTIN', 85: 'RAMON-Y-CAJAL', 93: 'PITIS'}"
195,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
196,"{10: 'MADRID-NUEVOS-MINISTERIOS', 38: 'MADRID-CHAMARTIN', 85: 'RAMON-Y-CAJAL', 93: 'PITIS'}"
197,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
198,"{10: 'MADRID-NUEVOS-MINISTERIOS', 38: 'MADRID-CHAMARTIN', 85: 'RAMON-Y-CAJAL', 93: 'PITIS'}"
199,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
200,"{10: 'MADRID-NUEVOS-MINISTERIOS', 38: 'MADRID-CHAMARTIN', 85: 'RAMON-Y-CAJAL', 93: 'PITIS'}"
201,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
202,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
203,"{9: 'MADRID-NUEVOS-MINISTERIOS', 37: 'MADRID-CHAMARTIN', 87: 'RAMON-Y-CAJAL', 92: 'PITIS'}"
